Year,temp_winter,Location,temp_summer,temp_winter_europe,temp_summer_europe,loc_id,lon,lat,PDSI,PDSI_europe,PDSI_southern,precip_winter,precip_summer,precip_winter_europe,precip_summer_europe,nino3,nino34,nino4,nino12,JSL,NAO_cal,NAO_model,LocationSpecies,Price,Species,Latitude,Longitude,Deaths,ongoing_wars,started_wars,total_duration,Death_ratio,logprice
1551,0.02997950558011712,Amsterdam,-0.11222819249319844,-0.03862836005894388,-0.05198062325112853,3,4.75,52.25,0.16274830772518162,-0.17298732371764755,-0.5925193848590532,-4.107613724879299,1.900020669267596,2.7640433553919928,2.89188032470336,-0.2039882666666665,-0.2414559799999998,-0.23012859999999993,-0.1162878571428558,0.066745428,0.0304779,-0.324878,AmsterdamHerring,63.72,Herring,52.3730796,4.8924534,22333.333333333332,7.0,4.0,20.0,3190.4761904761904,4.154498485041848
1553,0.07586248508725897,Amsterdam,-0.13884819751369393,-0.034735767638046554,-0.22687167854667054,3,4.75,52.25,-0.8043522131802245,0.18804564304174443,0.5845536527020669,5.2552630010009524,1.5654199448757107,5.8767871213512795,3.67113227983292,0.14168506666666686,0.16902002000000024,0.13516806666666673,0.049855000000001454,-2.197206251,-0.202003,-0.674087,AmsterdamHerring,68.4,Herring,52.3730796,4.8924534,21000.0,6.0,2.0,4.0,3500.0,4.225372824628505
1554,-0.9424167068108115,Amsterdam,-0.017770300732723114,-0.5045588233111231,-0.02906071690743489,3,4.75,52.25,0.8098293196902066,0.09946517776795334,0.8237930555606623,-15.801017113304844,-9.931391378595324,6.750975791202042,1.473095405302562,0.06345840000000015,0.04233802000000022,0.012811399999999983,0.06530397959183822,-2.756035313,-0.144866,-0.991299,AmsterdamHerring,72.24,Herring,52.3730796,4.8924534,24120.0,8.0,4.0,14.0,3015.0,4.27999390910873
1555,0.3703406291000486,Amsterdam,-0.49788743522354995,0.4747224063305294,-0.18597342559768468,3,4.75,52.25,-1.1314137162048683,0.3723666456257394,0.6897365783759702,8.23588630012776,12.243309590189202,6.844603720514298,5.326477026248683,0.7995400666666667,0.8239180200000001,0.7698313999999998,0.7164570408163281,0.01422284,0.0367793,-0.592899,AmsterdamHerring,51.0,Herring,52.3730796,4.8924534,23120.0,8.0,1.0,1.0,2890.0,3.9318256327243257
1556,0.1600587370961585,Amsterdam,0.2706839791464894,0.08485724092534982,-0.07889649264273453,3,4.75,52.25,-1.6313952961875178,-0.49488120431027266,0.10973525885704723,2.325863331100043,-11.231715625413573,5.689908155327821,3.10267533708422,0.46527340000000017,0.4581200200000002,0.43950139999999993,0.49273255102040964,2.026692122,0.274097,-0.279891,AmsterdamHerring,51.0,Herring,52.3730796,4.8924534,7170.0,7.0,2.0,6.0,1024.2857142857142,3.9318256327243257
1556,0.1600587370961585,Amsterdam,0.2706839791464894,0.08485724092534982,-0.07889649264273453,3,4.75,52.25,-1.6313952961875178,-0.49488120431027266,0.10973525885704723,2.325863331100043,-11.231715625413573,5.689908155327821,3.10267533708422,0.46527340000000017,0.4581200200000002,0.43950139999999993,0.49273255102040964,2.026692122,0.274097,-0.279891,AmsterdamCod,1.895475288,Cod,52.3730796,4.8924534,7170.0,7.0,2.0,6.0,1024.2857142857142,0.6394696186959149
1557,-0.4511104268453247,Amsterdam,0.013906678166499375,-0.5744763872596713,-0.21781493058964235,3,4.75,52.25,-0.5664893018895745,-0.22945373993899046,-0.5592414397597509,-10.431261536877907,-5.649489291783257,4.285156808985205,3.3661385324142783,-0.2617515999999998,-0.2673139799999999,-0.19862860000000016,-0.1704307142857129,-3.38786428,-0.0874869,-0.202042,AmsterdamHerring,70.8,Herring,52.3730796,4.8924534,17036.666666666664,9.0,3.0,6.0,1892.9629629629626,4.259859000699674
1558,0.6495060671623002,Amsterdam,0.4435367813867638,0.09677600337749154,0.2569087445615844,3,4.75,52.25,-1.190879444027531,0.08332522170588476,0.23357103574100585,2.7040239765297986,-8.306801917292425,5.347794292292606,2.6359100206295043,-0.30814159999999985,-0.29175597999999986,-0.2510686000000001,-0.3065225510204066,-2.863641771,-0.226926,-0.0699885,AmsterdamHerring,86.76,Herring,52.3730796,4.8924534,15536.666666666666,8.0,2.0,8.0,1942.0833333333333,4.463145685958674
1558,0.6495060671623002,Amsterdam,0.4435367813867638,0.09677600337749154,0.2569087445615844,3,4.75,52.25,-1.190879444027531,0.08332522170588476,0.23357103574100585,2.7040239765297986,-8.306801917292425,5.347794292292606,2.6359100206295043,-0.30814159999999985,-0.29175597999999986,-0.2510686000000001,-0.3065225510204066,-2.863641771,-0.226926,-0.0699885,AmsterdamCod,1.847441802,Cod,52.3730796,4.8924534,15536.666666666666,8.0,2.0,8.0,1942.0833333333333,0.6138018723968286
1559,0.7837994435772808,Amsterdam,0.019111344039348152,0.19602495487354898,-0.07252970006418019,3,4.75,52.25,-0.900592798998481,-0.039729692047912664,-1.7348956330046568,5.638157560658802,-10.519738728460638,7.435945820256281,1.0007343913909914,-0.3306982666666664,-0.3377779799999998,-0.3315119333333334,-0.33504295918367216,0.671999685,-0.730687,-0.0742834,AmsterdamHerring,72.0,Herring,52.3730796,4.8924534,16754.126984126986,12.0,5.0,20.0,1396.1772486772488,4.276666119016055
1560,0.020487833424562396,Amsterdam,-0.15736286589679038,-0.13158161346852898,-0.17400988760578281,3,4.75,52.25,-0.24099268643921126,0.017957469505624626,-2.176977742035733,-9.207516719192652,7.608751581441538,4.192809413661594,3.8439050301352005,-0.36287826666666645,-0.3780399799999997,-0.3697552666666667,-0.3485123469387742,0.640080799,-0.384954,-0.224802,AmsterdamHerring,132.0,Herring,52.3730796,4.8924534,8817.460317460316,9.0,2.0,3.0,979.7178130511462,4.882801922586371
1560,0.020487833424562396,Amsterdam,-0.15736286589679038,-0.13158161346852898,-0.17400988760578281,3,4.75,52.25,-0.24099268643921126,0.017957469505624626,-2.176977742035733,-9.207516719192652,7.608751581441538,4.192809413661594,3.8439050301352005,-0.36287826666666645,-0.3780399799999997,-0.3697552666666667,-0.3485123469387742,0.640080799,-0.384954,-0.224802,AmsterdamCod,1.939813892,Cod,52.3730796,4.8924534,8817.460317460316,9.0,2.0,3.0,979.7178130511462,0.6625920365147092
1561,-0.539197870592684,Amsterdam,0.09376669322798575,-0.3386144785455067,0.025095782894946028,3,4.75,52.25,0.6674245504306727,-0.37392278128672085,-0.7054880606126249,-7.487411867608269,-9.810336581900524,7.909112049394028,0.5008208092125693,-0.7886782666666664,-0.8146039799999999,-0.7741952666666666,-0.7195225510204066,-1.096945832,0.138198,0.974452,AmsterdamHerring,57.72,Herring,52.3730796,4.8924534,10072.005772005772,9.0,2.0,21.0,1119.1117524450858,4.05560373390567
1561,-0.539197870592684,Amsterdam,0.09376669322798575,-0.3386144785455067,0.025095782894946028,3,4.75,52.25,0.6674245504306727,-0.37392278128672085,-0.7054880606126249,-7.487411867608269,-9.810336581900524,7.909112049394028,0.5008208092125693,-0.7886782666666664,-0.8146039799999999,-0.7741952666666666,-0.7195225510204066,-1.096945832,0.138198,0.974452,AmsterdamCod,1.995237146,Cod,52.3730796,4.8924534,10072.005772005772,9.0,2.0,21.0,1119.1117524450858,0.6907629134527659
1562,0.8484058294858778,Amsterdam,-0.28583717774337597,0.4980133875047845,-0.18551979137000493,3,4.75,52.25,2.091472243026012,0.9575565268316464,-0.444461567320578,5.651113152142668,-1.1952007752233154,7.875799581272511,1.904058918654445,-0.2897599333333332,-0.2801879799999999,-0.29070526666666674,-0.3368694897959169,2.105954239,-0.419434,-0.349194,AmsterdamHerring,84.0,Herring,52.3730796,4.8924534,17072.005772005774,10.0,4.0,12.0,1707.2005772005773,4.430816798843313
1562,0.8484058294858778,Amsterdam,-0.28583717774337597,0.4980133875047845,-0.18551979137000493,3,4.75,52.25,2.091472243026012,0.9575565268316464,-0.444461567320578,5.651113152142668,-1.1952007752233154,7.875799581272511,1.904058918654445,-0.2897599333333332,-0.2801879799999999,-0.29070526666666674,-0.3368694897959169,2.105954239,-0.419434,-0.349194,AmsterdamCod,2.120863188,Cod,52.3730796,4.8924534,17072.005772005774,10.0,4.0,12.0,1707.2005772005773,0.7518231699660349
1563,0.13235565745210387,Amsterdam,-0.0034441773029180722,0.13261011351750868,-0.21187734804354802,3,4.75,52.25,0.5430159882753656,0.5090167919210307,-0.2795378387923564,-7.404725354461292,3.845783545354435,3.02346321744401,2.4070257106167503,-0.2858665999999999,-0.30733597999999984,-0.3290619333333334,-0.28287969387754974,-3.030663254,-0.757609,-0.478447,AmsterdamHerring,78.6,Herring,52.3730796,4.8924534,15072.005772005772,9.0,1.0,8.0,1674.6673080006412,4.364371699435161
1563,0.13235565745210387,Amsterdam,-0.0034441773029180722,0.13261011351750868,-0.21187734804354802,3,4.75,52.25,0.5430159882753656,0.5090167919210307,-0.2795378387923564,-7.404725354461292,3.845783545354435,3.02346321744401,2.4070257106167503,-0.2858665999999999,-0.30733597999999984,-0.3290619333333334,-0.28287969387754974,-3.030663254,-0.757609,-0.478447,AmsterdamCod,2.04436768,Cod,52.3730796,4.8924534,15072.005772005772,9.0,1.0,8.0,1674.6673080006412,0.7150885387476964
1565,-0.6158480463152588,Amsterdam,-0.011762190411852294,-0.2651455686578352,-0.1384875755085937,3,4.75,52.25,-0.5516228699339089,0.13387190723365228,-0.031086217896577895,-4.371150364873659,-2.2238213151772874,6.380783340590286,4.505151245715778,1.2199134000000003,1.2247320200000005,1.1309813999999998,1.1614876530612261,-0.871489753,-0.464675,-0.560512,AmsterdamHerring,57.0,Herring,52.3730796,4.8924534,8072.005772005772,12.0,3.0,5.0,672.6671476671477,4.04305126783455
1565,-0.6158480463152588,Amsterdam,-0.011762190411852294,-0.2651455686578352,-0.1384875755085937,3,4.75,52.25,-0.5516228699339089,0.13387190723365228,-0.031086217896577895,-4.371150364873659,-2.2238213151772874,6.380783340590286,4.505151245715778,1.2199134000000003,1.2247320200000005,1.1309813999999998,1.1614876530612261,-0.871489753,-0.464675,-0.560512,AmsterdamCod,2.467340304,Cod,52.3730796,4.8924534,8072.005772005772,12.0,3.0,5.0,672.6671476671477,0.9031407704742468
1566,0.975208267959006,Amsterdam,-0.05954941202986999,0.5499171718603469,-0.0015633736577813483,3,4.75,52.25,-3.1203858231155017,0.2870472438586016,0.7812544313530713,16.76308721612915,-3.98327941478979,7.198708420885268,3.6004795047565006,-0.34006159999999996,-0.3763719799999999,-0.28113526666666677,-0.14585928571428422,3.310799938,-0.42807,0.157446,AmsterdamHerring,53.52,Herring,52.3730796,4.8924534,32248.737373737375,12.0,3.0,48.0,2687.394781144781,3.9800554158199732
1566,0.975208267959006,Amsterdam,-0.05954941202986999,0.5499171718603469,-0.0015633736577813483,3,4.75,52.25,-3.1203858231155017,0.2870472438586016,0.7812544313530713,16.76308721612915,-3.98327941478979,7.198708420885268,3.6004795047565006,-0.34006159999999996,-0.3763719799999999,-0.28113526666666677,-0.14585928571428422,3.310799938,-0.42807,0.157446,AmsterdamCod,2.026743821,Cod,52.3730796,4.8924534,32248.737373737375,12.0,3.0,48.0,2687.394781144781,0.7064304761577067
1567,1.542038326038566,Amsterdam,-0.01841423782709372,0.5788230220852849,-0.1590209656569836,3,4.75,52.25,-0.5985694971623267,-0.41648537126478635,0.8499063742255915,16.93467396120167,-8.627202268062643,5.485617775461405,1.7990190247861775,-1.1125449333333333,-1.10012198,-0.9599186000000001,-1.007022551020407,1.870760001,-0.137184,-0.418342,AmsterdamHerring,75.0,Herring,52.3730796,4.8924534,12248.737373737373,12.0,2.0,3.0,1020.7281144781144,4.31748811353631
1567,1.542038326038566,Amsterdam,-0.01841423782709372,0.5788230220852849,-0.1590209656569836,3,4.75,52.25,-0.5985694971623267,-0.41648537126478635,0.8499063742255915,16.93467396120167,-8.627202268062643,5.485617775461405,1.7990190247861775,-1.1125449333333333,-1.10012198,-0.9599186000000001,-1.007022551020407,1.870760001,-0.137184,-0.418342,AmsterdamCod,2.160685152,Cod,52.3730796,4.8924534,12248.737373737373,12.0,2.0,3.0,1020.7281144781144,0.7704253713987896
1568,-0.661053611876029,Amsterdam,-0.2147973285708376,-0.15320789820194816,-0.17303421290879376,3,4.75,52.25,-0.9279783315483914,-0.37902314936514214,0.7892867898578314,-1.5585092211166451,-8.772138992718657,6.449223016507235,3.2317906531974465,0.05974673333333351,0.10283402000000023,0.055811399999999955,-0.10293071428571289,-1.742855021,0.113872,0.490706,AmsterdamHerring,83.04,Herring,52.3730796,4.8924534,12834.848484848484,12.0,3.0,9.0,1069.570707070707,4.419322419417578
1568,-0.661053611876029,Amsterdam,-0.2147973285708376,-0.15320789820194816,-0.17303421290879376,3,4.75,52.25,-0.9279783315483914,-0.37902314936514214,0.7892867898578314,-1.5585092211166451,-8.772138992718657,6.449223016507235,3.2317906531974465,0.05974673333333351,0.10283402000000023,0.055811399999999955,-0.10293071428571289,-1.742855021,0.113872,0.490706,AmsterdamCod,2.026743821,Cod,52.3730796,4.8924534,12834.848484848484,12.0,3.0,9.0,1069.570707070707,0.7064304761577067
1569,-0.6614474571936869,Amsterdam,-0.06875357710353441,-0.3233310992870651,-0.058690062991914094,3,4.75,52.25,0.10562991126394,-0.26351495530420754,0.30256956933163065,9.280691593880311,12.301587846865027,8.965695720169656,1.588182228949669,-0.07370493333333317,-0.11872197999999984,-0.16525193333333335,-0.06414499999999852,0.064385045,-0.415703,-0.574185,AmsterdamHerring,72.0,Herring,52.3730796,4.8924534,10368.181818181818,14.0,6.0,35.0,740.5844155844155,4.276666119016055
1569,-0.6614474571936869,Amsterdam,-0.06875357710353441,-0.3233310992870651,-0.058690062991914094,3,4.75,52.25,0.10562991126394,-0.26351495530420754,0.30256956933163065,9.280691593880311,12.301587846865027,8.965695720169656,1.588182228949669,-0.07370493333333317,-0.11872197999999984,-0.16525193333333335,-0.06414499999999852,0.064385045,-0.415703,-0.574185,AmsterdamCod,1.938624524,Cod,52.3730796,4.8924534,10368.181818181818,14.0,6.0,35.0,740.5844155844155,0.661978713362599
1570,0.40773230355848683,Amsterdam,-0.10209061401668484,0.2372837775342327,-0.16066544627379475,3,4.75,52.25,-0.1470994319823757,0.1749388526233285,-0.05272940565954257,18.68513184329428,0.46296677171472567,9.082667612037685,2.481874243919974,0.3870700666666669,0.3943460200000002,0.3684614,0.35721214285714425,0.144179403,-0.442139,-0.891617,AmsterdamHerring,72.36,Herring,52.3730796,4.8924534,19268.181818181816,15.0,4.0,13.0,1284.5454545454545,4.281653660527095
1571,-0.431410284056078,Amsterdam,0.20507328767786476,-0.49074838765502976,-0.06014769764861567,3,4.75,52.25,-0.987444059371054,-0.914557758453878,0.836234673060168,2.3065114791578596,0.8666275770966556,4.210806901959631,2.5060109408977738,-0.7429882666666666,-0.7788159799999999,-0.7160386,-0.6011552040816311,-3.2098213,-0.130879,0.654663,AmsterdamCod,1.674266635,Cod,52.3730796,4.8924534,18468.181818181816,11.0,1.0,2.0,1678.9256198347105,0.5153752395508086
1572,-0.6473320410088288,Amsterdam,0.12711554550066592,-0.3337362719862435,0.0065868036894785485,3,4.75,52.25,-1.6752121482673743,-0.9459691452632385,0.21357287645463335,2.933274421289665,0.8444624536334524,6.712942877049081,2.777206706498616,-0.12494826666666649,-0.08971197999999976,-0.07709860000000002,-0.19070622448979435,-1.362456854,0.411505,1.45267,AmsterdamHerring,64.56,Herring,52.3730796,4.8924534,30638.636363636364,16.0,7.0,30.0,1914.9147727272727,4.1675950239616935
1573,-1.35217337530206,Amsterdam,-0.25179121925844133,-1.089782751731809,-0.2610872968655036,3,4.75,52.25,-0.2558591183948769,-0.0324227971772889,0.2061421547733983,-18.56212309003586,7.091578145217731,2.2955624794930434,4.424788417397421,-0.32921659999999986,-0.3540379799999998,-0.36769193333333333,-0.31564499999999857,-1.303428321,-0.561738,0.423973,AmsterdamHerring,102.0,Herring,52.3730796,4.8924534,30638.636363636364,12.0,0.0,0.0,2553.219696969697,4.624972813284271
1574,0.35902151467056137,Amsterdam,-0.1496828822024619,0.2843892821323775,-0.13212548455067147,3,4.75,52.25,0.0015648875742805925,0.4092318856223003,-0.3303835485874675,12.74876445904556,2.042970884093773,7.96509357593397,4.503143503545788,0.12730340000000023,0.13169402000000033,0.1103447333333334,0.08677336734694051,0.375256409,-0.0650749,0.6229,AmsterdamHerring,79.56,Herring,52.3730796,4.8924534,20605.303030303032,10.0,2.0,4.0,2060.530303030303,4.3765114539857715
1574,0.35902151467056137,Amsterdam,-0.1496828822024619,0.2843892821323775,-0.13212548455067147,3,4.75,52.25,0.0015648875742805925,0.4092318856223003,-0.3303835485874675,12.74876445904556,2.042970884093773,7.96509357593397,4.503143503545788,0.12730340000000023,0.13169402000000033,0.1103447333333334,0.08677336734694051,0.375256409,-0.0650749,0.6229,AmsterdamCod,2.865639524,Cod,52.3730796,4.8924534,20605.303030303032,10.0,2.0,4.0,2060.530303030303,1.0527915448031746
1575,-0.031932978355700116,Amsterdam,0.3086112832369423,-0.22760775052155716,-0.018287517786641436,3,4.75,52.25,-2.1360715388930087,-0.3731678894247315,-0.11098370510379263,-16.550708490355973,-3.5508185522400773,1.2347944931966939,2.5386049949389506,-0.02610159999999988,-0.038911979999999805,-0.05002860000000004,-0.0057674489795904995,-0.844364747,-0.329609,0.444777,AmsterdamHerring,102.0,Herring,52.3730796,4.8924534,5205.303030303031,10.0,3.0,4.0,520.5303030303031,4.624972813284271
1575,-0.031932978355700116,Amsterdam,0.3086112832369423,-0.22760775052155716,-0.018287517786641436,3,4.75,52.25,-2.1360715388930087,-0.3731678894247315,-0.11098370510379263,-16.550708490355973,-3.5508185522400773,1.2347944931966939,2.5386049949389506,-0.02610159999999988,-0.038911979999999805,-0.05002860000000004,-0.0057674489795904995,-0.844364747,-0.329609,0.444777,AmsterdamCod,2.643578897,Cod,52.3730796,4.8924534,5205.303030303031,10.0,3.0,4.0,520.5303030303031,0.9721336419071589
1576,0.6676150748682091,Amsterdam,-0.13096144502759502,0.31969131772433657,-0.19890177627072778,3,4.75,52.25,-1.0030929351138598,0.39402029286589607,0.12308615909980833,15.214625089065743,5.968302442648079,6.2580845446432605,4.346360479206771,-0.0619782666666665,-0.06043197999999981,-0.05008193333333343,-0.05100214285714127,-1.111388441,-0.275874,0.455884,AmsterdamHerring,102.0,Herring,52.3730796,4.8924534,7205.303030303031,8.0,1.0,8.0,900.6628787878789,4.624972813284271
1576,0.6676150748682091,Amsterdam,-0.13096144502759502,0.31969131772433657,-0.19890177627072778,3,4.75,52.25,-1.0030929351138598,0.39402029286589607,0.12308615909980833,15.214625089065743,5.968302442648079,6.2580845446432605,4.346360479206771,-0.0619782666666665,-0.06043197999999981,-0.05008193333333343,-0.05100214285714127,-1.111388441,-0.275874,0.455884,AmsterdamCod,2.327004049,Cod,52.3730796,4.8924534,7205.303030303031,8.0,1.0,8.0,900.6628787878789,0.8445816243272357
1577,1.1152202783863787,Amsterdam,0.038281764876345,0.4357228611468398,-0.21684687599714558,3,4.75,52.25,-0.7081116273619682,0.7282174228570987,-0.07598332999595053,6.416894969791177,4.067467637488814,3.950046095604483,6.042034661415531,0.0015450666666668115,0.005294020000000138,0.0019913999999999397,-0.00826744897959033,-1.3427136,-0.523993,-0.344948,AmsterdamHerring,102.0,Herring,52.3730796,4.8924534,11513.636363636364,8.0,3.0,8.0,1439.2045454545455,4.624972813284271
1577,1.1152202783863787,Amsterdam,0.038281764876345,0.4357228611468398,-0.21684687599714558,3,4.75,52.25,-0.7081116273619682,0.7282174228570987,-0.07598332999595053,6.416894969791177,4.067467637488814,3.950046095604483,6.042034661415531,0.0015450666666668115,0.005294020000000138,0.0019913999999999397,-0.00826744897959033,-1.3427136,-0.523993,-0.344948,AmsterdamCod,2.312550607,Cod,52.3730796,4.8924534,11513.636363636364,8.0,3.0,8.0,1439.2045454545455,0.8383510742730976
